Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2022-06-13,U-668832,Chloe Bautista,San Carlos,AgIndZ-PGR,4028.34,Locational Clearance,Residential Construction,2403.08
2022-06-13,U-685588,Daniel Dimaculangan,Namuco,AgIndZ-PTR,8980.7,Locational Clearance,Subdivision Phase 1,11857.97
2022-06-14,U-658524,Emmanuel Cruz,Maalas-As,R2-Z,183.77,Locational Clearance,Subdivision Phase 1,21311.78
2022-06-14,U-497791,Southern Luzon Enterprises,San Isidro,R1-Z,254.09,Locational Clearance,Residential Construction,15137.6
2022-06-14,U-209729,Jose Rodriguez,Namunga,R2-Z,113.95,Locational Clearance,Residential Construction,9679.53
2022-06-14,U-692045,Agri-Ventures Trading Corp.,San Roque,BR2-SZ,132.75,Locational Clearance,Residential Construction,9444.0
2022-06-15,U-861295,Chloe Fernandez,Santa Cruz,C1-Z,459.84,Locational Clearance,Commercial Building Construction,5344.56
2022-06-20,U-955269,Prime Realty & Development,Alupay,I1-Z,3449.11,Locational Clearance,Environmental Compliance,6917.59
2022-06-20,U-178717,Rosario Farms Corp.,Antipolo,PDA-SZ,4126.22,Zoning Certificate,Agribusiness Construction,482.59
2022-06-20,U-124629,Victoria Ramos,Poblacion B,R1-Z,320.38,Zoning Certificate,Bank Financing Requirement,349.46
2022-06-21,U-272192,David Rodriguez,Namuco,AgIndZ-PTR,3270.33,Locational Clearance,Bank Financing Requirement,14200.66
2022-06-21,U-738707,Benjamin Castillo,San Isidro,PDA-SZ,15075.67,Locational Clearance,Farm Development Permit,19320.19
2022-06-21,U-476831,Southern Luzon Trading Corp.,Natu,,,Zoning Certificate,Farm Development Permit,340.69
2022-06-21,U-510738,Jose Santos,Namunga,BR2-SZ,151.07,Zoning Certificate,Subdivision Phase 1,482.14
2022-06-22,U-949287,Benjamin Torres,Leviste,,,Locational Clearance,Industrial Park Expansion,14025.91
2022-06-23,U-201801,Mark Mendoza,San Roque,R2-Z,176.06,Locational Clearance,Subdivision Phase 1,9396.94
2022-06-23,U-480580,Batangas Gold Commercial Center,San Roque,AgIndZ,4747.66,Locational Clearance,Industrial Park Expansion,18875.9
2022-06-24,U-266546,Benjamin Castillo,San Isidro,,,Locational Clearance,Bank Financing Requirement,14187.05
2022-06-27,U-293576,Grace Sanchez,Colongan,R2-Z,128.36,Locational Clearance,Subdivision Phase 1,5287.66
2022-06-27,U-273222,Luzon Integrated Realty & Development,San Isidro,PDA-SZ,10060.37,Locational Clearance,Land Title Verification,8335.13
2022-06-27,U-961140,Prime Logistics Inc.,San Isidro,R2-Z,236.05,Locational Clearance,Residential Construction,3237.06
2022-06-28,U-788453,Agri-Ventures Enterprises,Macalamcam A,R2-Z,157.53,Development Permit,Subdivision Phase 1,119625.74
2022-06-28,U-036239,Maria Dimaculangan,Quilib,,,Locational Clearance,Bank Financing Requirement,9296.55
2022-06-28,U-818110,Jose Macalalad,Baybayin,R1-Z,138.5,Locational Clearance,Bank Financing Requirement,18615.29
2022-06-28,U-621074,Chloe Cruz,Tulos,FZ,19810.31,Locational Clearance,Facility/Structure Construction,5812.34
2022-06-28,U-201112,David Bautista,Balibago,C1-Z,482.94,Locational Clearance,Commercial Complex Development,15593.89
2022-06-28,U-683860,Grace Cruz,Poblacion D,R1-Z,319.25,Locational Clearance,Subdivision Phase 1,14977.44
2022-06-28,U-808870,Southern Luzon Logistics Inc.,Namuco,AgIndZ-PTR,4437.08,Zoning Certificate,Residential Construction,468.2
2022-06-29,U-780009,Teresa Dimaculangan,Baybayin,C1-Z,377.76,Locational Clearance,Commercial Complex Development,3882.29
2022-06-29,U-483040,Ramon Bautista,Macalamcam A,C1-Z,465.43,Locational Clearance,Commercial Building Construction,9344.33
2022-06-29,U-642329,Prime Trading Corp.,Tulos,ECT-Z,6948.78,Locational Clearance,Commercial Complex Development,14356.07
2022-06-29,U-809950,Batangas Logistics Inc.,San Carlos,I1-Z,3352.21,Locational Clearance,Environmental Compliance,17252.83
2022-06-29,U-120742,Angel Bautista,Masaya,,,Zoning Certificate,Land Title Verification,453.73
2022-06-30,U-584201,Batangas Gold Logistics Inc.,Poblacion D,C2-Z,583.29,Development Permit,Commercial Building Construction,78820.85
2022-06-30,U-437850,Batangas Gold Trading Corp.,Alupay,AgIndZ-PTR,2599.05,Locational Clearance,Subdivision Phase 1,2062.82
2022-06-30,U-695417,Ramon Perez,Mabunga,PDA-SZ,12272.69,Locational Clearance,Land Title Verification,11133.12
2022-06-30,U-382128,Maria Reyes,Putingkahoy,FZ,6509.16,Locational Clearance,Site Development Permit,6886.94
2022-06-30,U-141433,Chloe Lopez,Poblacion D,R2-Z,107.71,Locational Clearance,Bank Financing Requirement,6901.57
2022-06-30,U-364934,Teresa Castillo,Macalamcam A,,,Zoning Certificate,Residential Construction,305.08
2022-07-05,U-124994,Sofia Garcia,Cahigam,R2-Z,190.89,Locational Clearance,Subdivision Phase 1,6449.86
2022-07-05,U-322199,Rosario Commercial Center,Bagong Pook,R2-Z,144.84,Locational Clearance,Residential Construction,18021.64
2022-07-06,U-189385,Christian Macalalad,Poblacion A,,,Locational Clearance,Residential Construction,6626.99
2022-07-07,U-147045,Grace Santos,Cahigam,R2-Z,151.2,Development Permit,Subdivision Phase 1,36631.64
2022-07-07,U-876602,Juan Perez,Santa Cruz,R1-Z,136.15,Locational Clearance,Bank Financing Requirement,10295.66
2022-07-07,U-245628,Mark Gonzales,Poblacion A,R2-Z,237.95,Zoning Certificate,Bank Financing Requirement,446.06
2022-07-08,U-597406,Batangas Holdings Inc.,Baybayin,,,Locational Clearance,Subdivision Phase 1,11367.77
2022-07-08,U-332661,Corazon Alday,Bayawang,CMRF,1935.4,Locational Clearance,Site Development Permit,20652.02
2022-07-08,U-178466,Luz Reyes,Balibago,C1-Z,299.62,Zoning Certificate,Business Permit Requirement,471.45
2022-07-11,U-489860,Emmanuel Garcia,Palakpak,PTA-SZ-RA,18928.79,Locational Clearance,Residential Construction,19119.67
2022-07-11,U-937716,Batangas Gold Enterprises,Santa Cruz,R1-Z,321.0,Locational Clearance,Bank Financing Requirement,3712.97
2022-07-12,U-702821,Angel Santos,Macalamcam B,R2-Z,234.77,Locational Clearance,Residential Construction,4786.02
2022-07-12,U-539143,Christian Reyes,Namuco,AgIndZ-PGR,2468.25,Zoning Certificate,Residential Construction,319.38
2022-07-14,U-363694,Grace Bautista,Alupay,,,Zoning Certificate,Warehouse/Factory Construction,464.28
2022-07-15,U-892015,Southern Luzon Farms Corp.,Quilib,R1-Z,338.88,Zoning Certificate,Bank Financing Requirement,319.79
2022-07-18,U-818797,Maria Santos,Tulos,,,Locational Clearance,Facility/Structure Construction,5956.94
2022-07-18,U-217964,Rosario Farms Corp.,Alupay,,,Zoning Certificate,Warehouse/Factory Construction,405.18
2022-07-19,U-036772,Sofia Reyes,Poblacion E,R1-Z,256.52,Locational Clearance,Subdivision Phase 1,17623.11
2022-07-21,U-775395,Victoria Gonzales,San Carlos,I2-Z,2866.22,Zoning Certificate,Environmental Compliance,444.28
2022-07-21,U-430494,Jose Bautista,Pinagsibaan,UTS-Z,2430.69,Zoning Certificate,General Property Clearance,320.78
2022-07-25,U-567249,Prime Trading Corp.,Tulos,ECT-Z,5521.49,Locational Clearance,Commercial Building Construction,15315.13
2022-07-26,U-379075,Chloe Garcia,Santa Cruz,R1-Z,247.21,Locational Clearance,Bank Financing Requirement,4332.16
2022-07-26,U-404583,Corazon Mercado,Tulos,ECT-Z,2823.5,Locational Clearance,Commercial Complex Development,4431.1
2022-07-27,U-216788,Southern Luzon Logistics Inc.,Santa Cruz,R2-Z,111.26,Locational Clearance,Residential Construction,11534.98
2022-07-27,U-455190,Antonio Ramos,Calantas,5491-APDA-SZ,4670.98,Locational Clearance,Farm Development Permit,2676.5
2022-07-28,U-930000,Luzon Integrated Logistics Inc.,Natu,R1-Z,330.79,Locational Clearance,Residential Construction,14881.96
2022-07-28,U-396912,Jose Gonzales,Quilib,R1-Z,284.09,Locational Clearance,Subdivision Phase 1,18316.95
2022-07-28,U-124323,Emmanuel Fernandez,San Isidro,C1-Z,409.2,Locational Clearance,Commercial Complex Development,20003.73
2022-07-29,U-829094,Mark Ramos,Nasi,R1-Z,120.45,Zoning Certificate,Bank Financing Requirement,268.71
2022-08-02,U-422547,Prime Logistics Inc.,Namunga,C1-Z,170.62,Locational Clearance,Commercial Complex Development,3999.03
2022-08-02,U-567913,Grace Rodriguez,Poblacion A,C2-Z,531.91,Locational Clearance,Business Permit Requirement,18313.07
2022-08-02,U-875209,Rosario Farms Corp.,Bagong Pook,,,Zoning Certificate,Bank Financing Requirement,467.91
2022-08-03,U-463528,Chloe Perez,Alupay,,,Locational Clearance,Environmental Compliance,10225.17
2022-08-03,U-252157,Teresa Mendoza,Poblacion B,C2-Z,551.97,Locational Clearance,Business Permit Requirement,9469.63
2022-08-03,U-436319,Ramon Cruz,Leviste,R1-Z,191.21,Locational Clearance,Bank Financing Requirement,5178.87
2022-08-04,U-417837,Christian Reyes,San Isidro,,,Locational Clearance,Residential Construction,3021.01
2022-08-04,U-834807,Ramon Sanchez,Calantas,PDA-SZ,17044.37,Locational Clearance,Farm Development Permit,9686.45
2022-08-04,U-890144,Chloe Bautista,Baybayin,R1-Z,169.97,Locational Clearance,Bank Financing Requirement,21881.99
2022-08-05,U-285851,Batangas Gold Holdings Inc.,Pinagsibaan,I2-Z,5131.95,Locational Clearance,Environmental Compliance,16709.57
2022-08-05,U-112394,Luz Sanchez,Mayuro,R1-Z,192.52,Locational Clearance,Residential Construction,11311.38
2022-08-08,U-002646,Benjamin Fernandez,Pinagsibaan,AgIndZ,2437.27,Locational Clearance,Industrial Park Expansion,1520.17
2022-08-08,U-672699,Maria Santos,Antipolo,R2-Z,178.72,Locational Clearance,Bank Financing Requirement,14229.11
2022-08-08,U-764223,Mark Reyes,Timbugan,,,Zoning Certificate,Warehouse/Factory Construction,309.6
2022-08-08,U-331567,Prime Commercial Center,Bagong Pook,R1-Z,108.85,Zoning Certificate,Subdivision Phase 1,340.99
2022-08-11,U-832926,Antonio Santos,Alupay,I2-Z,5148.38,Locational Clearance,Environmental Compliance,13884.54
2022-08-11,U-191984,Antonio Fernandez,Baybayin,,,Zoning Certificate,Land Title Verification,329.65
2022-08-11,U-324956,Rosario Farms Corp.,Itlugan,R2-Z,150.44,Zoning Certificate,Bank Financing Requirement,302.36
2022-08-11,U-898590,Sofia Lopez,Bayawang,UTS-Z,2717.39,Zoning Certificate,Site Development Permit,403.5
2022-08-12,U-640691,Rosario Commercial Center,Namuco,AgIndZ,2566.44,Development Permit,Warehouse/Factory Construction,110740.61
2022-08-12,U-846114,Southern Luzon Trading Corp.,Natu,,,Locational Clearance,Land Title Verification,9572.3
2022-08-12,U-955727,Teresa Perez,Quilib,,,Zoning Certificate,Residential Construction,295.79
2022-08-15,U-705369,Juan Torres,Antipolo,,,Locational Clearance,Residential Construction,2034.93
2022-08-15,U-561694,Corazon Rodriguez,Tulos,5491-APDA-SZ,3227.6,Locational Clearance,Farm Development Permit,13696.41
2022-08-15,U-775464,Rosario Commercial Center,Nasi,R2-Z,205.88,Zoning Certificate,Subdivision Phase 1,445.72
2022-08-16,U-661591,Prime Farms Corp.,Poblacion C,C2-Z,688.83,Zoning Certificate,Business Permit Requirement,361.03
2022-08-17,U-050957,Juan Mercado,Pinagsibaan,,,Locational Clearance,Environmental Compliance,14440.74
2022-08-17,U-369714,Christian Garcia,Namunga,R2-Z,189.18,Locational Clearance,Residential Construction,20509.96
2022-08-17,U-429836,Prime Holdings Inc.,Baybayin,R2-Z,112.41,Locational Clearance,Residential Construction,10699.15
2022-08-17,U-299829,Batangas Gold Farms Corp.,Poblacion A,R2-Z,139.27,Locational Clearance,Residential Construction,15427.7
2022-08-17,U-843602,Corazon Bautista,Nasi,PDA-SZ,4568.36,Zoning Certificate,Land Title Verification,322.97
2022-08-18,U-616846,Teresa Cruz,Bagong Pook,BR2-SZ,78.11,Locational Clearance,Subdivision Phase 1,19783.45
2022-08-18,U-399090,Juan Rodriguez,Namuco,I3-Z,7325.55,Locational Clearance,Industrial Park Expansion,8637.25
2022-08-19,U-729570,Batangas Trading Corp.,San Roque,R1-Z,208.38,Locational Clearance,Bank Financing Requirement,7367.22
2022-08-19,U-655433,Mark Garcia,Alupay,I2-Z,6725.44,Locational Clearance,Environmental Compliance,16918.34
2022-08-22,U-063293,Corazon Torres,Leviste,,,Locational Clearance,Subdivision Phase 1,10505.27
2022-08-22,U-552752,Angel Fernandez,San Carlos,I1-Z,3417.14,Locational Clearance,Warehouse/Factory Construction,6135.72
2022-08-23,U-598605,Christian Dimaculangan,Santa Cruz,R1-Z,186.34,Locational Clearance,Residential Construction,4880.77
2022-08-23,U-949624,Ramon Ramos,Maalas-As,R2-Z,187.75,Zoning Certificate,Bank Financing Requirement,269.62
2022-08-23,U-473572,Batangas Logistics Inc.,Pinagsibaan,I3-Z,8146.53,Zoning Certificate,Environmental Compliance,406.41
2022-08-23,U-933750,Maria Ramos,Baybayin,R2-Z,164.16,Zoning Certificate,Residential Construction,355.9
2022-08-25,U-524364,Antonio Reyes,Namunga,R1-Z,269.19,Zoning Certificate,Bank Financing Requirement,344.68
2022-08-26,U-840062,Grace Bautista,Alupay,,,Locational Clearance,Warehouse/Factory Construction,2023.71
2022-08-26,U-718290,Sofia Mercado,Macalamcam A,AgIndZ,7393.95,Locational Clearance,Warehouse/Factory Construction,10357.72
2022-08-26,U-502312,Angel Santos,Santa Cruz,R2-Z,127.51,Locational Clearance,Subdivision Phase 1,18881.48
2022-08-26,U-088033,Ramon Castillo,Marilag,PTA-SZ-RA,14927.74,Locational Clearance,Bank Financing Requirement,15539.05
2022-08-31,U-438827,Maria Perez,Santa Cruz,R1-Z,129.56,Zoning Certificate,Bank Financing Requirement,372.86
2022-08-31,U-399696,Prime Realty & Development,Bayawang,UTS-Z,2597.91,Zoning Certificate,Facility/Structure Construction,387.84
2022-09-01,U-111031,Juan Fernandez,Pinagsibaan,AgIndZ,3388.08,Locational Clearance,Industrial Park Expansion,2138.42
2022-09-01,U-591236,Christian Rodriguez,Balibago,R1-Z,191.14,Locational Clearance,Bank Financing Requirement,21979.84
2022-09-01,U-815074,Danilo Perez,Matamis,R1-Z,285.87,Locational Clearance,Bank Financing Requirement,21230.18
2022-09-01,U-507607,Benjamin Perez,Tulos,5491-APDA-SZ,3194.63,Locational Clearance,Farm Development Permit,19699.19
2022-09-01,U-657960,Agri-Ventures Holdings Inc.,Balibago,,,Zoning Certificate,Residential Construction,364.92
2022-09-02,U-978739,Rosario Farms Corp.,Alupay,,,Locational Clearance,Industrial Park Expansion,13362.33
2022-09-02,U-969576,Southern Luzon Farms Corp.,Quilib,R2-Z,245.98,Zoning Certificate,Subdivision Phase 1,408.49
2022-09-06,U-277846,Maria Fernandez,Poblacion E,C2-Z,274.36,Locational Clearance,Business Permit Requirement,10145.06
2022-09-06,U-719912,Emmanuel Garcia,Pinagsibaan,I3-Z,3909.5,Locational Clearance,Warehouse/Factory Construction,18062.5
2022-09-06,U-867010,Mark Reyes,Poblacion C,R2-Z,81.81,Locational Clearance,Residential Construction,18761.62
2022-09-07,U-564111,Danilo Cruz,Pinagsibaan,I1-Z,4329.58,Locational Clearance,Environmental Compliance,20520.53
2022-09-07,U-977690,Jose Bautista,Itlugan,C1-Z,440.78,Locational Clearance,Commercial Building Construction,12609.05
2022-09-07,U-213694,Antonio Cruz,Bagong Pook,C1-Z,249.62,Locational Clearance,Commercial Complex Development,4407.07
2022-09-08,U-721293,David Cruz,San Carlos,I3-Z,6777.25,Locational Clearance,Warehouse/Factory Construction,20639.31
2022-09-08,U-712710,Corazon Lopez,Pinagsibaan,I2-Z,2618.85,Locational Clearance,Environmental Compliance,13299.18
2022-09-08,U-817042,David Mendoza,Palakpak,C1-Z,178.2,Locational Clearance,Commercial Building Construction,7941.89
2022-09-08,U-115484,Ramon Torres,Tulos,5491-APDA-SZ,3046.08,Zoning Certificate,Agribusiness Construction,298.7
2022-09-09,U-209896,Rosario Logistics Inc.,Putingkahoy,ECT-Z,2750.15,Development Permit,Commercial Complex Development,114580.9
2022-09-09,U-830744,Luzon Integrated Commercial Center,Poblacion A,C1-Z,453.31,Zoning Certificate,Commercial Building Construction,436.85
2022-09-12,U-853283,Benjamin Garcia,Bagong Pook,R1-Z,273.3,Locational Clearance,Bank Financing Requirement,10981.22
2022-09-13,U-500449,Angel Bautista,Masaya,,,Locational Clearance,Farm Development Permit,14779.63
2022-09-14,U-424374,Antonio Fernandez,San Carlos,I1-Z,3754.96,Locational Clearance,Industrial Park Expansion,14468.65
2022-09-14,U-046962,Agri-Ventures Trading Corp.,Baybayin,R1-Z,207.88,Locational Clearance,Bank Financing Requirement,15666.05
2022-09-14,U-847515,Luz Sanchez,Alupay,I3-Z,5894.06,Locational Clearance,Warehouse/Factory Construction,12963.68
2022-09-15,U-161103,Prime Holdings Inc.,Alupay,AgIndZ,2054.35,Locational Clearance,Warehouse/Factory Construction,19103.3
2022-09-15,U-422112,Prime Realty & Development,Mayuro,AgIndZ,4258.56,Locational Clearance,Industrial Park Expansion,14658.89
2022-09-15,U-733381,Sofia Ramos,Poblacion B,MR2-SZ,192.11,Locational Clearance,Subdivision Phase 1,9693.43
2022-09-15,U-462534,Sofia Reyes,San Carlos,PDA-SZ,14732.11,Locational Clearance,Agribusiness Construction,4443.22
2022-09-15,U-065366,Sofia Mercado,Timbugan,R1-Z,180.48,Zoning Certificate,Residential Construction,451.71
2022-09-16,U-881920,Daniel Ramos,Baybayin,R1-Z,190.74,Zoning Certificate,Bank Financing Requirement,479.37
2022-09-20,U-296530,Antonio Perez,Calantas,5491-APDA-SZ,1259.45,Locational Clearance,Farm Development Permit,16131.71
2022-09-20,U-531934,Rosario Commercial Center,Baybayin,R2-Z,173.96,Zoning Certificate,Subdivision Phase 1,334.2
2022-09-21,U-631980,Ramon Lopez,Balibago,C1-Z,496.5,Locational Clearance,Commercial Building Construction,9886.39
2022-09-21,U-944931,Danilo Sanchez,Alupay,AgIndZ-PGR,3555.89,Locational Clearance,Bank Financing Requirement,3693.67
2022-09-21,U-909876,Mark Torres,Masaya,R2-Z,155.06,Zoning Certificate,Bank Financing Requirement,258.22
2022-09-22,U-126816,Batangas Gold Trading Corp.,Alupay,AgIndZ-PTR,3246.71,Locational Clearance,Residential Construction,1731.66
2022-09-22,U-405293,Prime Commercial Center,Antipolo,C1-Z,198.8,Locational Clearance,Commercial Complex Development,9327.05
2022-09-22,U-905957,Juan Gonzales,Tulos,FZ,15343.5,Zoning Certificate,Site Development Permit,373.28
2022-09-22,U-813953,Daniel Rodriguez,Timbugan,R2-Z,171.03,Zoning Certificate,Residential Construction,325.05
2022-09-23,U-470169,Antonio Fernandez,Baybayin,,,Locational Clearance,Land Title Verification,6984.05
2022-09-23,U-934054,Sofia Alday,Nasi,,,Zoning Certificate,Residential Construction,468.33
2022-09-23,U-949406,Agri-Ventures Holdings Inc.,Namunga,R2-Z,202.92,Zoning Certificate,Subdivision Phase 1,401.06
2022-09-26,U-656490,Luzon Integrated Farms Corp.,San Isidro,R1-Z,282.25,Locational Clearance,Bank Financing Requirement,8149.4
2022-09-26,U-613269,Ramon Torres,Bagong Pook,R2-Z,135.37,Zoning Certificate,Residential Construction,480.39
2022-09-28,U-241705,Luzon Integrated Trading Corp.,San Isidro,PTA-SZ-RA,18536.06,Development Permit,Bank Financing Requirement,62348.63
2022-09-28,U-914720,Teresa Perez,Quilib,,,Locational Clearance,Bank Financing Requirement,8274.08
2022-09-29,U-784942,Christian Santos,Balibago,R2-Z,191.03,Locational Clearance,Residential Construction,7082.37
2022-09-29,U-119862,Luzon Integrated Trading Corp.,Namuco,I1-Z,2007.23,Zoning Certificate,Industrial Park Expansion,397.47
2022-09-30,U-552585,Christian Bautista,San Isidro,C1-Z,193.32,Locational Clearance,Commercial Complex Development,9743.2
2022-09-30,U-120011,Christian Gonzales,Masaya,AgIndZ,4001.95,Locational Clearance,Warehouse/Factory Construction,19759.1
2022-09-30,U-920762,Grace Torres,Natu,R2-Z,155.21,Zoning Certificate,Residential Construction,345.07
2022-10-03,U-935777,Daniel Bautista,Mabunga,R1-Z,148.25,Locational Clearance,Subdivision Phase 1,5751.27
2022-10-03,U-500614,Teresa Santos,Pinagsibaan,UTS-Z,2075.03,Zoning Certificate,Site Development Permit,253.21
2022-10-03,U-135060,Prime Farms Corp.,Poblacion A,R2-Z,234.66,Zoning Certificate,Bank Financing Requirement,350.54
